Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1.0,,0.0,0.0,19.0,1834.083333,0.02,,0.0,0.0,mar,2.0,2.0,2.0,10.0,returning_visitor,NAN,false
0.0,0.0,0.0,0.0,19.0,,0.031578947,0.048245614,0.0,0.0,MAR,2.0,2.0,1.0,3.0,RETURNING_VISITOR,false,false
0.0,0.0,3.0,300.0,13.0,509.1214286,0.006666667,0.002222222,40.7932,0.0,MAR,3.0,,7.0,,returning_visitor,TRUE,true
0.0,,0.0,0.0,,19.0,0.0,0.1,0.0,0.0,MAR,1.0,,,1.0,returning_visitor,false,FALSE
3.0,80.42857143,0.0,0.0,61.0,,0.0,0.007213115,0.0,0.0,mar,3.0,23.63535059146237,,,RETURNING_VISITOR,false,FALSE
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,MAR,1.0,2.0,9.0,2.0,RETURNING_VISITOR,false,false
0.0,0.0,,0.0,1.0,,,0.2,0.0,0.0,NAN,2.0,2.0,1.0,1.0,nan,nan,false
0.0,0.0,0.0,,13.0,449.3333333,0.006153846,0.044615385,0.0,0.0,MAR!,2.0,5.0,1.0,3.0,returning_visitor,false,FALSE
0.0,0.0,0.0,0.0,12.0,200.0,0.0,,0.0,0.0,NAN,2.0,2.0,1.0,2.0,returning_visitor&,TRUE,false
3.0,61.5,0.0,,16.0,946.1666667,0.0,0.010526316,0.0,0.0,MAR,2.0,2.0,1.0,10.0,new_visitor,FALSE,false
0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,mar,2.0,2.0,1.0,,returning_visitor,FALSE,nan
0.0,0.0,0.0,334.9380199062564,3.0,514.0,0.0,0.066666667,0.0,,nan,,2.0,3.0,1.0,RETURNING_VISITOR,false,FALSE
1.0,58.0,0.0,,5.0,64.0,0.0,0.016666667,0.0,0.0,mar,1.0,1.0,4.0,2.0,new_visitor*,false,FALSE
,0.0,0.0,0.0,2.0,210.0,0.0,0.1,0.0,0.0,mar,3.0,2.0,1.0,2.0,RETURNING_VISITOR,FALSE&,FALSE
2.0,243.0,0.0,,12.0,1180.5,0.0,0.007692308,0.0,0.0,MAR$,1.0,1.0,1.0,9.0,returning_visitor,FALSE,false
0.0,0.0,5.054105118515974,0.0,9.0,771.5,0.022222222,0.044444444,,0.0,mar,1.0,1.0,6.0,1.0,RETURNING_VISITOR,FALSE,false
1.0,4.0,0.0,0.0,37.0,1096.75,0.0,0.020175439,0.0,0.0,mar,2.0,2.0,31.566440765205456,10.0,returning_visitor,nan,false*
0.0,0.0,0.0,0.0,5.0,381.6666667,0.0,0.02,0.0,0.0,MAR,1.0,1.0,3.0,,returning_visitor,false,false
9.0,210.6666667,3.0,127.0,55.0,1509.594444,0.006451613,0.02016129,14.68324522,,MAR,2.0,5.0,1.0,,returning_visitor,nan,FALSE?
0.0,0.0,0.0,,4.0,69.0,0.0,0.05,0.0,0.0,nan,,1.0,1.0,2.0,returning_visitor,false,false
,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,MAR,,4.0,5.0,1.0,RETURNING_VISITOR,false,FALSE
0.0,0.0,0.0,0.0,5.0,103.0,0.0,0.04,0.0,0.0,MAR,2.0,2.0,1.0,,returning_visitor,false,false
,0.0,0.0,0.0,2.0,36.5,0.0,0.033333333,0.0,0.6039451114922814,mar,,2.0,1.0,1.0,RETURNING_VISITOR,false,FALSE
0.0,0.0,0.0,0.0,6.0,226.0,0.0,0.04,,0.0,mar,2.0,2.0,,2.0,returning_visitor,false,FALSE
23.17428988243371,,,0.0,18.0,,0.0,,0.0,0.0,MAR,3.0,2.0,4.0,1.0,RETURNING_VISITOR,FALSE,false
,0.0,5.054105118515974,0.0,17.0,1394.666667,0.0,0.029761905,0.0,0.0,MAR,2.0,4.0,,6.0,returning_visitor@,FALSE,false
5.0,282.0,0.0,0.0,8.0,326.0,,0.022222222,,0.0,mar,1.0,1.0,1.0,3.0,RETURNING_VISITOR,FALSE,false@
0.0,0.0,0.0,0.0,9.0,459.8307692,0.0,0.001587302,0.0,0.0,mar,3.0,2.0,8.0,2.0,RETURNING_VISITOR,true,false#
3.0,512.8333333,2.0,278.0,3.0,162.0,,0.014285714,0.0,,MAR,3.0,,1.0,8.0,new_visitor,TRUE,nan
0.0,0.0,0.0,0.0,1.0,11945.534323185837,0.2235466588197425,0.2,0.0,0.6039451114922814,MAR,2.0,6.0,,1.0,RETURNING_VISITOR,FALSE,false
0.0,0.0,0.0,0.0,1.0,0.0,0.2,,0.0,0.0,MAR,1.0,1.0,3.0,1.0,returning_visitor,FALSE,FALSE
1.0,112.0,0.0,0.0,37.0,2043.5,0.005555556,,,0.0,mar,2.0,23.63535059146237,3.0,,returning_visitor,FALSE,TRUE
4.0,73.5,0.0,0.0,,,0.002564103,0.004395604,0.0,0.0,mar,3.0,,1.0,1.0,returning_visitor&,FALSE,FALSE&
,184.6888889,0.0,,316.79015521824886,7669.250794,0.0,0.009135204,0.0,,MAR,2.0,2.0,,13.0,returning_visitor,FALSE!,false
5.0,75.16666667,0.0,0.0,12.0,115.1666667,0.028571429,0.042857143,0.0,0.0,mar,2.0,2.0,,1.0,returning_visitor,FALSE,nan
,0.0,0.0,0.0,11.0,296.45,0.0,0.007792208,0.0,0.0,MAR*,3.0,2.0,6.0,2.0,returning_visitor,false,FALSE
0.0,0.0,0.0,0.0,56.0,2633.869048,0.003703704,0.016666667,0.0,,MAR,2.0,,1.0,1.0,returning_visitor,FALSE,FALSE
0.0,0.0,,0.0,19.0,392.0,0.021052632,0.052631579,,0.0,NAN&,,2.0,5.0,1.0,RETURNING_VISITOR,TRUE,false
1.0,19.0,0.0,0.0,13.0,748.6666667,0.0,0.020512821,0.0,0.0,mar,1.0,2.0,6.0,3.0,returning_visitor,false,FALSE
6.0,302.0,0.0,0.0,18.0,834.6666667,0.004761905,0.021269841,,0.0,MAR,1.0,1.0,1.0,9.0,RETURNING_VISITOR,TRUE,false
0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.1,0.0,0.0,MAR%,2.0,2.0,1.0,,RETURNING_VISITOR,TRUE,false
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,mar,1.0,1.0,1.0,,returning_visitor,true,FALSE
0.0,0.0,0.0,0.0,3.0,11.0,0.05,0.15,0.0,0.0,mar#,3.0,3.0,1.0,1.0,RETURNING_VISITOR%,false,false*
0.0,0.0,1.0,37.0,15.0,497.3333333,0.0125,0.0375,0.0,0.0,MAR,1.0,1.0,,40.82853953807848,returning_visitor,false,FALSE
10.0,117.3333333,0.0,0.0,28.0,631.9896825,0.017647059,0.022794118,10.16517157,0.0,mar,3.0,7.0,1.0,2.0,RETURNING_VISITOR,FALSE,true
0.0,0.0,0.0,0.0,11.0,315.6,0.0,0.018181818,0.0,,mar,,1.0,6.0,3.0,RETURNING_VISITOR,TRUE,false
1.0,7.0,0.0,0.0,14.0,183.3333333,0.0,0.006666667,0.0,0.0,MAR,2.0,2.0,3.0,,RETURNING_VISITOR,nan,false
1.0,0.0,0.0,0.0,8.0,192.1666667,0.0,0.025,0.0,0.0,mar,1.0,,9.0,9.0,RETURNING_VISITOR,TRUE,false
1.0,0.0,0.0,0.0,16.0,1296.6,0.022222222,0.033333333,,0.0,MAR,3.0,2.0,,2.0,nan,NAN,TRUE
0.0,0.0,,,3.0,17.0,,0.111111111,59.85699127493774,0.0,mar,1.0,1.0,1.0,1.0,returning_visitor,FALSE,FALSE
0.0,,1.0,41.0,13.0,698.0,0.0,0.032142857,0.0,0.0,MAR,,5.0,2.0,1.0,returning_visitor,false,NAN
1.0,,,,17.0,1093.142857,0.0,0.02125,0.0,0.0,MAR,2.0,2.0,2.0,2.0,returning_visitor,NAN,NAN%
1.0,,0.0,0.0,9.0,2397.5,0.0,0.02,0.0,0.0,mar,4.0,1.0,3.0,3.0,RETURNING_VISITOR,FALSE,FALSE
2.0,107.0,0.0,0.0,3.0,56.0,0.0,0.04,0.0,0.0,mar,1.0,1.0,3.0,2.0,NAN,false,FALSE
1.0,31.0,3.0,62.0,11.0,196.2,0.0,0.013333333,0.0,0.0,nan,2.0,2.0,1.0,10.0,RETURNING_VISITOR,FALSE%,FALSE
0.0,0.0,0.0,0.0,3.0,39.66666667,0.0,0.43188251950180384,0.0,0.0,MAR,2.0,,1.0,10.0,RETURNING_VISITOR,FALSE,false
0.0,0.0,0.0,0.0,,0.0,,0.2,,0.0,MAR,2.0,,1.0,,returning_visitor,false,nan
0.0,0.0,0.0,0.0,1.0,0.0,0.2,,0.0,0.0,MAR,3.0,2.0,1.0,1.0,returning_visitor,nan,false
23.17428988243371,0.0,1.0,,20.0,408.3333333,0.0,0.003174603,33.47777322,,MAR,2.0,4.0,7.0,2.0,RETURNING_VISITOR,FALSE,true@
0.0,0.0,,0.0,2.0,11945.534323185837,0.2,0.2,0.0,0.0,MAR,1.0,1.0,1.0,10.0,RETURNING_VISITOR,false,FALSE
23.17428988243371,7.0,0.0,0.0,29.0,,0.0,0.006896552,,0.0,mar,4.0,1.0,1.0,2.0,NEW_VISITOR,TRUE,false
,0.0,0.0,0.0,4.0,149.0,0.0,,,0.0,mar,2.0,2.0,1.0,2.0,returning_visitor,FALSE,false
0.0,0.0,0.0,0.0,30.0,1224.75,0.0,0.43188251950180384,21.04864167,0.0,mar,2.0,4.0,2.0,2.0,NEW_VISITOR,FALSE,TRUE
0.0,0.0,0.0,,1.0,0.0,0.2,0.2,0.0,0.0,MAR,2.0,4.0,,1.0,returning_visitor,FALSE,false
2.0,52.0,1.0,17.66666667,18.0,1262.0,0.0,0.00952381,0.0,0.0,NAN,2.0,2.0,1.0,2.0,NEW_VISITOR,FALSE@,FALSE
23.17428988243371,0.0,0.0,0.0,12.0,207.0,0.0,0.036666667,0.0,,MAR,2.0,2.0,,2.0,RETURNING_VISITOR,false*,false
1.0,,0.0,0.0,,115.6666667,0.0,0.028571429,0.0,0.0,mar,3.0,2.0,2.0,10.0,returning_visitor&,FALSE,false%
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,MAR,2.0,,1.0,2.0,RETURNING_VISITOR,false,false
,0.0,0.0,0.0,3.0,321.5,0.05,0.1,0.0,0.0,mar%,3.0,2.0,,1.0,RETURNING_VISITOR,false%,nan
,204.0833333,0.0,0.0,63.0,3552.702381,0.0,0.007,19.95572297,0.0,mar,1.0,2.0,8.0,8.0,new_visitor,false,TRUE
2.0,151.0,0.0,0.0,19.0,716.3571429,,0.015873016,10.8692605,0.0,MAR,1.0,1.0,,1.0,RETURNING_VISITOR,TRUE,true%
6.0,98.0,0.0,0.0,12.0,343.0,0.019444444,0.032222222,0.0,0.0,mar,1.0,2.0,,2.0,returning_visitor,true,false
6.0,52.0,1.0,,56.0,,0.003389831,0.01480226,10.37042373,0.0,mar,2.0,2.0,1.0,1.0,RETURNING_VISITOR,NAN,TRUE
0.0,0.0,0.0,0.0,7.0,272.5,,0.033333333,0.0,0.0,NAN,1.0,1.0,6.0,2.0,NEW_VISITOR,TRUE$,FALSE#
0.0,0.0,0.0,0.0,3.0,81.0,,0.066666667,0.0,0.0,MAR,1.0,1.0,1.0,,RETURNING_VISITOR,FALSE,FALSE
4.0,600.4230769,0.0,0.0,17.0,1883.827222,0.00075188,,0.120699914,0.0,MAR,2.0,2.0,1.0,8.0,nan,false,TRUE
0.0,,0.0,0.0,,251.6666667,0.2235466588197425,,0.0,0.0,nan,3.0,,,6.0,nan,TRUE,NAN!
4.0,132.0,0.0,0.0,,1413.333333,0.036,0.029285714,0.0,0.0,MAR,3.0,2.0,7.0,,RETURNING_VISITOR,NAN,false
0.0,,0.0,0.0,3.0,,0.0,0.033333333,0.0,0.0,MAR,3.0,,2.0,2.0,nan,FALSE,FALSE
3.0,23.0,0.0,0.0,,83.0,0.0,0.014285714,0.0,0.0,nan,2.0,2.0,,2.0,NEW_VISITOR,nan,FALSE
2.0,20.0,0.0,0.0,17.0,584.5,,0.011111111,0.0,0.0,mar,,2.0,9.0,,returning_visitor,FALSE,FALSE%
3.0,39.0,0.0,0.0,30.0,940.8333333,0.012121212,0.024242424,0.0,0.0,mar,1.0,8.0,31.566440765205456,3.0,RETURNING_VISITOR,false,false
2.0,152.8333333,0.0,0.0,20.0,791.6666667,0.011111111,0.016666667,41.35007203,0.0,NAN,1.0,1.0,1.0,2.0,NEW_VISITOR,nan,TRUE
0.0,0.0,0.0,,77.0,4346.541667,0.003070175,0.023099415,0.0,0.0,mar,4.0,1.0,1.0,2.0,RETURNING_VISITOR,false,false#
23.17428988243371,0.0,0.0,0.0,5.0,50.5,0.0,0.04,0.0,,mar,2.0,2.0,1.0,1.0,nan,TRUE,false
0.0,0.0,0.0,0.0,6.0,74.0,0.0,,0.0,0.0,MAR,2.0,4.0,6.0,8.0,RETURNING_VISITOR,FALSE,FALSE
0.0,0.0,0.0,0.0,8.0,83.0,0.057142857,0.095238095,0.0,0.0,MAR,1.0,2.0,2.0,1.0,returning_visitor,FALSE,false
4.0,16.66666667,,0.0,68.0,2593.741667,0.002941176,0.012843137,,0.0,MAR,2.0,2.0,4.0,8.0,returning_visitor,false,false
0.0,0.0,0.0,0.0,6.0,59.0,0.0,0.033333333,0.0,0.6039451114922814,MAR,2.0,2.0,31.566440765205456,,RETURNING_VISITOR,false,FALSE
2.0,197.0,4.0,,53.0,1518.761111,0.007272727,0.005454545,,0.0,mar,1.0,,6.0,2.0,RETURNING_VISITOR,nan,false
0.0,0.0,,0.0,,62.0,0.0,0.04,0.0,0.0,nan!,2.0,2.0,1.0,1.0,RETURNING_VISITOR,nan,false
0.0,,0.0,0.0,30.0,365.4,0.027586207,0.035862069,0.0,0.0,MAR,3.0,2.0,6.0,1.0,returning_visitor,false,false
2.0,15.0,0.0,0.0,7.0,50.5,0.0,0.028571429,0.0,0.6039451114922814,MAR,2.0,2.0,1.0,3.0,RETURNING_VISITOR,NAN$,false
,0.0,0.0,0.0,12.0,468.0,0.016666667,0.033333333,0.0,0.0,MAR,4.0,23.63535059146237,4.0,3.0,returning_visitor,false,false
5.0,710.3333333,0.0,,23.0,7533.272727,0.0,0.007407407,0.0,0.0,MAR,2.0,2.0,1.0,2.0,returning_visitor&,FALSE,nan
4.0,84.0,0.0,0.0,35.0,1059.0,0.0,0.005882353,0.0,0.0,MAR,2.0,2.0,3.0,2.0,new_visitor,FALSE#,false
,0.0,0.0,0.0,5.0,52.0,0.0,0.02,0.0,0.0,MAR,2.0,,7.0,,returning_visitor%,FALSE,false
3.0,,0.0,0.0,6.0,892.0,0.0,0.018518519,0.0,0.0,mar%,3.0,2.0,3.0,3.0,returning_visitor,TRUE,FALSE
4.0,83.5,0.0,0.0,9.0,430.5,0.0,0.015384615,0.0,0.0,mar,,2.0,,2.0,new_visitor,FALSE,false
0.0,0.0,0.0,0.0,17.0,132.6333333,0.011764706,,0.0,0.0,mar,1.0,1.0,1.0,2.0,RETURNING_VISITOR,false,nan
0.0,,0.0,0.0,1.0,0.0,0.2,0.2,,0.0,mar,3.0,,3.0,1.0,returning_visitor,NAN,FALSE
0.0,0.0,,0.0,1.0,0.0,0.2,0.2,0.0,0.0,mar,1.0,1.0,1.0,3.0,nan,FALSE,FALSE
0.0,0.0,0.0,0.0,14.0,363.3181818,0.014285714,0.023809524,0.0,0.0,MAR,1.0,1.0,1.0,3.0,returning_visitor,nan,NAN
0.0,0.0,,0.0,3.0,73.0,,0.066666667,0.0,0.0,MAR,2.0,4.0,1.0,7.0,RETURNING_VISITOR,false,false
0.0,0.0,,0.0,8.0,612.0,,0.014285714,0.0,0.0,MAR,3.0,3.0,1.0,2.0,new_visitor,true,false
,848.1428571,4.0,388.6666667,33.0,595.0095238,,0.004651163,0.0,0.0,MAR,2.0,2.0,1.0,,NAN,FALSE,FALSE
0.0,0.0,0.0,0.0,6.0,495.0,0.0,,77.96,0.0,nan,1.0,2.0,9.0,40.82853953807848,RETURNING_VISITOR,TRUE$,true
,,0.0,0.0,4.0,49.5,,0.016666667,0.0,,mar,2.0,2.0,9.0,2.0,RETURNING_VISITOR,false,false
3.0,,1.0,109.0,47.0,1813.208333,0.0,0.002083333,0.0,0.0,mar,2.0,2.0,3.0,2.0,nan,true,nan
0.0,0.0,0.0,0.0,9.0,218.0,0.0,0.033333333,0.0,0.0,MAR,2.0,2.0,6.0,3.0,RETURNING_VISITOR,true,false$
0.0,0.0,0.0,0.0,,102.0,0.0,0.05,0.0,0.0,MAR#,2.0,2.0,3.0,2.0,NAN,false,nan@
2.0,27.0,0.0,0.0,23.0,1278.090909,,0.008333333,0.0,0.0,MAR,2.0,2.0,2.0,2.0,new_visitor,true,FALSE
0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.066666667,0.0,0.0,mar,1.0,1.0,,1.0,returning_visitor,FALSE,false?
0.0,0.0,2.0,445.0,38.0,996.5166667,0.000854701,0.016544567,0.0,0.0,mar,21.26179447589638,2.0,3.0,2.0,RETURNING_VISITOR,FALSE,false
0.0,0.0,0.0,0.0,6.0,69.5,0.0,0.033333333,0.0,,mar,2.0,2.0,7.0,,RETURNING_VISITOR,false,false
0.0,0.0,0.0,0.0,40.0,1530.248485,0.005128205,0.029795821,0.0,0.0,mar,3.0,2.0,,2.0,nan,FALSE,FALSE
2.0,12.0,0.0,0.0,43.0,2595.280952,0.009090909,,0.0,0.0,MAR,,4.0,7.0,,returning_visitor!,false?,FALSE%
0.0,0.0,,0.0,12.0,471.5,0.016666667,0.066666667,0.0,0.0,mar,1.0,1.0,6.0,3.0,returning_visitor?,FALSE,false
11.0,281.6309524,0.0,0.0,54.0,923.6757353,0.0,0.012261867,,0.0,MAR,1.0,1.0,7.0,2.0,RETURNING_VISITOR,nan%,nan
0.0,,0.0,0.0,10.0,153.0,,0.04,,,NAN,1.0,1.0,4.0,1.0,RETURNING_VISITOR#,true,false
9.0,160.0,0.0,0.0,48.0,3946.008333,0.007272727,0.011515152,20.32388105,,mar,2.0,6.0,1.0,40.82853953807848,NAN*,true,TRUE
0.0,0.0,0.0,0.0,26.0,648.4,0.0,0.018,0.0,0.0,mar,1.0,,1.0,3.0,returning_visitor,TRUE%,nan
,0.0,0.0,,5.0,56.0,0.04,0.08,0.0,0.0,mar,2.0,4.0,1.0,1.0,RETURNING_VISITOR,true,nan
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,mar&,3.0,2.0,3.0,2.0,returning_visitor,FALSE,FALSE
0.0,0.0,0.0,0.0,21.0,,0.00952381,0.030952381,0.0,0.0,MAR&,2.0,6.0,1.0,3.0,RETURNING_VISITOR,false,FALSE
0.0,0.0,0.0,0.0,,193.0,0.0,0.033333333,0.0,0.0,mar,4.0,1.0,3.0,3.0,returning_visitor&,TRUE$,false
0.0,0.0,0.0,0.0,3.0,38.0,0.1,0.122222222,0.0,0.0,MAR,,,1.0,1.0,returning_visitor,false,FALSE
0.0,0.0,0.0,0.0,8.0,116.0,0.025,0.1,0.0,0.0,MAR,2.0,4.0,5.0,1.0,returning_visitor,FALSE,FALSE
3.0,31.33333333,0.0,0.0,33.0,1077.869048,0.0015625,0.01953125,0.0,0.0,MAR,3.0,2.0,6.0,,RETURNING_VISITOR,FALSE,false
,0.0,0.0,0.0,5.0,266.3333333,0.04,0.08,0.0,0.6039451114922814,mar,3.0,2.0,,3.0,returning_visitor!,false,FALSE
0.0,0.0,0.0,0.0,,17.0,0.0,0.033333333,0.0,0.0,MAR,1.0,1.0,1.0,,RETURNING_VISITOR,FALSE,FALSE%
0.0,0.0,0.0,0.0,3.0,67.5,0.0,0.066666667,0.0,0.0,mar,1.0,1.0,3.0,3.0,RETURNING_VISITOR,true,FALSE
3.0,81.0,1.0,0.0,,499.6666667,0.0,0.022222222,0.0,0.0,MAR,2.0,6.0,1.0,1.0,returning_visitor,FALSE,FALSE
1.0,5.5,0.0,0.0,7.0,286.0,0.025,0.05,,0.0,mar,2.0,2.0,6.0,1.0,returning_visitor#,false,FALSE
4.0,81.0,0.0,,8.0,112.7285714,0.0,0.02,,0.0,mar,2.0,2.0,2.0,1.0,RETURNING_VISITOR,FALSE,false
,18.0,0.0,0.0,24.0,1571.0,0.0,0.016666667,0.0,0.0,mar,2.0,2.0,2.0,3.0,RETURNING_VISITOR,FALSE,nan
0.0,0.0,0.0,0.0,11.0,241.0,0.0,0.018181818,0.0,,mar@,2.0,2.0,5.0,1.0,RETURNING_VISITOR,FALSE,FALSE
0.0,0.0,0.0,,11.0,187.0,0.031818182,0.068181818,0.0,0.0,MAR,,2.0,,1.0,RETURNING_VISITOR,false,NAN
3.0,91.0,2.0,338.0,11.0,451.0,0.0,0.006666667,45.7504,0.0,NAN,,2.0,1.0,10.0,new_visitor,false,TRUE
2.0,85.5,,0.0,42.0,1741.483333,0.0,0.002051282,27.12804201,0.0,nan,2.0,10.0,1.0,,RETURNING_VISITOR,false!,FALSE
,42.0,2.0,80.5,46.0,838.6833333,0.0,0.015416667,0.0,0.0,MAR,2.0,2.0,1.0,10.0,RETURNING_VISITOR,FALSE,FALSE
5.0,36.33333333,3.0,334.9380199062564,22.0,406.0,0.002564103,0.013461538,0.0,0.0,NAN,,1.0,1.0,1.0,returning_visitor,false,FALSE
0.0,0.0,0.0,0.0,18.0,437.1875,0.011111111,0.006878307,0.0,0.0,MAR,1.0,1.0,7.0,9.0,returning_visitor,TRUE,nan
2.0,33.0,0.0,0.0,,898.5,0.0,,0.0,0.0,mar,2.0,10.0,6.0,10.0,returning_visitor,false,false
0.0,0.0,5.054105118515974,0.0,19.0,215.75,0.0,0.021052632,0.0,0.0,mar,2.0,2.0,3.0,10.0,returning_visitor,FALSE,FALSE
7.0,110.25,0.0,0.0,20.0,266.5833333,0.011111111,0.039753086,0.0,0.0,mar,2.0,2.0,1.0,2.0,returning_visitor,false,false
0.0,0.0,0.0,0.0,6.0,546.0,0.0,0.04,35.49,0.0,NAN,2.0,2.0,3.0,1.0,returning_visitor*,false,true
0.0,0.0,0.0,0.0,,2156.0,0.01875,0.035416667,0.0,0.0,mar,2.0,,3.0,1.0,NAN,FALSE,FALSE
0.0,0.0,,0.0,,557.1666667,0.023529412,,0.0,0.0,MAR,,2.0,1.0,1.0,RETURNING_VISITOR,false,FALSE
,27.0,1.0,,19.0,461.05,0.016666667,,16.33942857,0.0,NAN,3.0,2.0,1.0,1.0,RETURNING_VISITOR,false,false
0.0,0.0,0.0,334.9380199062564,18.0,1473.333333,0.011111111,0.044444444,0.0,0.0,mar,1.0,1.0,1.0,2.0,returning_visitor,FALSE,FALSE
4.0,155.5,0.0,0.0,13.0,,0.0,0.00625,0.0,0.0,MAR,,,1.0,1.0,returning_visitor,FALSE,FALSE
0.0,0.0,0.0,0.0,1.0,0.0,,0.2,0.0,0.0,mar,1.0,1.0,4.0,1.0,returning_visitor,NAN,false
0.0,0.0,0.0,0.0,6.0,212.0,0.026666667,0.03968254,0.0,0.0,mar,,2.0,3.0,1.0,RETURNING_VISITOR,false,false
5.0,487.5,0.0,0.0,11.0,500.0,0.0,0.015384615,0.0,0.0,nan,,8.0,1.0,11.0,new_visitor,false,FALSE
0.0,0.0,3.0,56.0,10.0,369.0,0.0,0.016666667,0.0,0.0,mar,1.0,1.0,4.0,,NEW_VISITOR,true,false
0.0,0.0,0.0,0.0,5.0,136.6666667,0.02,0.12,0.0,0.0,MAR,3.0,2.0,,10.0,RETURNING_VISITOR*,true,nan
0.0,0.0,5.054105118515974,0.0,10.0,243.2,0.02,0.04,0.0,,mar,2.0,2.0,4.0,1.0,returning_visitor,FALSE!,FALSE
0.0,0.0,,0.0,12.0,459.0,,,59.85699127493774,0.0,NAN,2.0,4.0,3.0,,returning_visitor*,FALSE,false
5.0,376.8,3.0,105.6666667,6.0,441.4666667,0.0,0.003333333,0.0,0.0,MAR#,2.0,2.0,1.0,1.0,returning_visitor,nan,false
4.0,985.5,4.0,308.0,6.0,328.0,0.0,0.015384615,0.0,,NAN,21.26179447589638,2.0,,2.0,NEW_VISITOR,FALSE,nan
0.0,0.0,0.0,0.0,3.0,36.0,,0.43188251950180384,0.0,0.0,mar,2.0,2.0,1.0,2.0,RETURNING_VISITOR,FALSE,false
0.0,0.0,0.0,,20.0,518.6666667,0.0,0.011111111,0.0,0.0,MAR,,,2.0,1.0,RETURNING_VISITOR,FALSE,false
,606.0,1.0,33.0,26.0,631.4583333,0.0,0.007142857,0.0,0.0,mar,1.0,1.0,7.0,,returning_visitor,FALSE,false
11.0,1640.590909,0.0,0.0,,1849.833333,0.0,0.013636364,10.78136364,0.0,MAR,1.0,1.0,2.0,3.0,RETURNING_VISITOR,FALSE,false
1.0,0.0,0.0,0.0,8.0,436.0,0.0,0.022222222,,0.0,NAN,,4.0,6.0,,RETURNING_VISITOR,TRUE,FALSE&
0.0,0.0,0.0,0.0,5.0,132.0,0.0,0.04,0.0,0.0,mar,1.0,1.0,1.0,1.0,RETURNING_VISITOR,TRUE,FALSE@
2.0,63.0,0.0,0.0,35.0,850.3333333,0.0,0.005405405,0.0,0.0,MAR,2.0,2.0,3.0,2.0,NEW_VISITOR,true,false
11.0,228.0277778,1.0,32.0,17.0,457.7957265,0.007258065,0.044351348,0.0,0.0,MAR,1.0,,9.0,8.0,returning_visitor,false,FALSE
0.0,0.0,,0.0,5.0,143.0,0.0,0.04,0.0,0.0,MAR,2.0,4.0,1.0,1.0,returning_visitor,NAN,FALSE
6.0,,0.0,0.0,59.0,3224.819084,0.002985075,,8.567426866,,MAR,2.0,4.0,2.0,2.0,returning_visitor,TRUE,TRUE
3.0,76.0,,,24.0,1038.845238,0.0,0.008333333,0.0,0.0,MAR,2.0,2.0,4.0,3.0,NEW_VISITOR,FALSE,NAN
,0.0,0.0,334.9380199062564,1.0,0.0,0.2,0.2,0.0,0.0,mar,1.0,1.0,1.0,1.0,RETURNING_VISITOR,nan,false
0.0,809.2796353305108,0.0,0.0,6.0,,0.0,0.033333333,0.0,0.0,MAR,2.0,4.0,7.0,10.0,RETURNING_VISITOR,FALSE,FALSE
,11.0,,0.0,20.0,363.6666667,0.01,0.016666667,0.0,,MAR,2.0,23.63535059146237,1.0,,returning_visitor,TRUE,false
,0.0,0.0,0.0,17.0,1314.25,0.045833333,0.1,,0.0,MAR,21.26179447589638,2.0,7.0,1.0,RETURNING_VISITOR,false,FALSE
0.0,0.0,0.0,0.0,5.0,146.0,0.146666667,0.186666667,0.0,0.0,MAR,3.0,2.0,7.0,3.0,RETURNING_VISITOR,nan,FALSE
0.0,0.0,0.0,0.0,8.0,228.0,0.0,0.028571429,0.0,0.0,mar,4.0,1.0,3.0,2.0,RETURNING_VISITOR,false,FALSE&
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,mar,2.0,2.0,1.0,1.0,RETURNING_VISITOR,FALSE,false
0.0,0.0,0.0,0.0,11.0,419.75,,,0.0,0.0,MAR,2.0,2.0,,1.0,RETURNING_VISITOR,FALSE,NAN
,0.0,0.0,0.0,15.0,270.0,,0.035714286,0.0,0.0,MAR,2.0,2.0,7.0,1.0,returning_visitor@,nan,FALSE
1.0,1.333333333,0.0,,32.0,395.2222222,0.006060606,0.011111111,0.0,0.0,MAR,2.0,4.0,1.0,2.0,nan&,nan,false
0.0,0.0,0.0,0.0,,9.0,0.1,0.15,0.0,0.0,MAR,3.0,2.0,3.0,1.0,returning_visitor,false,false
0.0,0.0,0.0,0.0,17.0,945.0108696,,0.023889556,0.0,0.0,nan,3.0,2.0,3.0,10.0,returning_visitor,nan,NAN
