age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target,column_name
54,MANAGEMENT,divorced,secondary,no,155,yes,no,UNKNOWN,14,may,75,1,-1,0,unknown,no,
46,BLUE-COLLAR,married,primary,no,501,yes,no,unknown,14,may,230,2,-1,0,unknown,no,
51,ADMIN.,married,primary,no,658,yes,no,unknown,14,may,369,1,-1,0,unknown,no,
42,blue-collar,married,secondary,no,3743,yes,no,unknown,14,may,136,1,-1,0,unknown,no,
42,blue-collar,married,PRIMARY,no,329,yes,no,unknown,14,may,22,4,-1,0,UNKNOWN,no,
60,MANAGEMENT,married,PRIMARY,no,703,yes,no,unknown,14,may,378,1,-1,0,unknown,no,
41,BLUE-COLLAR,married,primary,no,7735,yes,no,unknown,14,may,240,1,-1,0,UNNKOWN,no,
41,services,married,primary,on,455,yes,no,UNKNOWN,14,may,80,1,-1,0,unknown,no,
55,BLUE-COLLAR,mraried,secondary,no,831,yes,no,UNKNOWN,14,may,144,1,-1,0,unknown,no,
46,services,married,secondary,no,1757,yes,no,UNKNOWN,14,may,380,4,-1,0,unknown,no,
54,blue-collar,marride,SECONDARY,on,1480,yes,no,unknown,14,may,108,1,-1,0,unknown,no,
51,BLUE-COLLAR,married,SECONDARY,no,7180,yes,no,UNKNOWN,14,may,927,1,-1,0,unknown,yes,
47,services,divorced,secondary,no,4906,yes,no,UNKNOWN,14,amy,389,1,-1,0,UNKNOWN,no,
35,management,single,tertiary,no,592,no,yes,unknown,14,may,192,1,-1,0,UNKNOWN,no,
30,blue-collar,married,SECONDARY,no,128,yes,no,uknnown,14,may,273,1,-1,0,unknown,no,
32,management,single,SECONDARY,no,160,yse,no,unnkown,14,may,48,1,-1,0,unknown,no,
35,BLUE-COLLAR,married,PRIMARY,no,441,yes,no,unknown,14,may,8,1,-1,0,unknown,no,
48,BLUE-COLLAR,single,SECONDARY,no,8982,yes,no,UNKNOWN,14,may,628,1,-1,0,unknown,no,
36,SERVICES,married,SECONDARY,no,338,no,no,UNKNOWN,14,may,90,1,-1,0,UNKNOWN,no,
53,services,married,SECONDARY,no,10749,yes,no,unknown,14,amy,221,1,-1,0,UNKNOWN,no,
48,TECHINCIAN,married,secondary,no,638,yes,no,UNKNOWN,14,may,217,1,-1,0,UNKNOWN,no,
42,services,married,SECONDARY,no,737,yes,no,UNKNOWN,14,may,762,2,-1,0,unknown,no,
38,services,single,SECONDARY,no,7695,yes,no,unknown,14,may,193,2,-1,0,UNKNOWN,no,
32,admin.,single,SECONDARY,no,91,yes,no,UNKNOWN,14,may,302,2,-1,0,unknown,no,
51,unemployed,married,secodnary,no,760,yes,no,unknown,14,may,411,1,-1,0,UNKNOWN,no,
34,BLUE-COLLAR,married,secondary,no,683,yes,no,UNKNONW,14,may,245,2,-1,0,UNKNOWN,no,
43,BLUE-COLLAR,married,secondary,no,1311,yes,no,unknown,14,may,746,1,-1,0,unknown,no,
50,BLUE-COLLAR,married,SECONDARY,no,606,yes,no,unknown,14,amy,673,2,-1,0,UNKNOWN,no,
44,blue-collar,married,primary,no,0,yes,no,UKNNOWN,14,may,220,7,-1,0,UNKNOWN,no,
25,SERVICES,single,seconadry,no,192,yes,no,unknown,14,may,232,1,-1,0,UNKNOWN,no,
60,BLUE-COLLAR,married,secondary,no,751,yes,no,unknown,14,may,115,3,-1,0,unknown,no,
32,technciian,single,UNKNOWN,on,10600,on,no,nuknown,14,may,485,2,-1,0,UNKNOWN,no,
44,admin.,married,SECONDARY,no,447,yes,yes,UNKNOWN,14,may,106,5,-1,0,UNKNOWN,no,
26,STUDENT,single,SECONDARY,on,3096,yes,no,UNKNOWN,14,may,107,1,-1,0,UNKNOWN,no,
36,admi.n,married,secondary,no,998,yes,no,NUKNOWN,14,may,1044,2,-1,0,UNKNOWN,no,
29,entrepreneur,single,tertiary,no,303,yes,no,UNKNOWN,14,may,180,4,-1,0,UNKNOWN,no,
29,MANAGEMENT,single,tertiary,no,1952,yes,no,unknown,14,may,354,1,-1,0,UNKNOWN,no,
42,BLUE-COLLAR,married,SECONDARY,no,171,yes,no,unknown,14,may,55,1,-1,0,unknown,no,
32,blue-collar,single,secondary,no,116,on,no,unknown,14,may,392,1,-1,0,UNKNOWN,no,
37,ADMIN.,married,secondary,no,766,yes,no,unknown,14,may,123,1,-1,0,UNKNOWN,no,
50,ADMIN.,divorced,SECONDARY,yes,-500,yes,no,UNKNOWN,14,may,148,3,-1,0,unknown,no,
44,BLUE-COLLAR,marired,SECONDARY,no,2017,yes,no,UKNNOWN,14,may,74,3,-1,0,UNKNOWN,no,
43,technician,married,SECONDRAY,no,672,yes,no,UNKNOWN,14,may,267,8,-1,0,UNKNOWN,no,
41,services,married,primary,no,450,yes,on,UNKNOWN,14,may,374,2,-1,0,UNKNOWN,no,
45,ADMIN.,married,secondary,no,-31,yes,no,unknown,14,may,295,2,-1,0,unknown,no,
41,ADMIN.,married,tertiary,no,5426,yes,no,UNKNOWN,14,may,149,2,-1,0,UNKNOWN,no,
57,TECHNICAIN,marreid,SECONDARY,no,629,yes,no,unknown,14,may,226,2,-1,0,unknown,no,
34,SELF-EMPLOYED,single,TERTIARY,no,2800,eys,no,UNKNOWN,14,may,668,1,-1,0,UNKNOWN,no,
47,SERVICES,married,secondayr,no,1549,eys,no,UNKNOWN,14,may,95,6,-1,0,unknown,no,
49,technician,married,SECONDARY,no,6050,yes,no,UNKNOWN,14,mya,229,2,-1,0,unknown,no,
58,BLUE-COLLAR,married,PRIMARY,no,1406,yes,no,UNKNOWN,14,may,252,3,-1,0,UNKNOWN,no,
51,unemployed,married,secondayr,no,425,yes,no,UNKNOWN,14,may,286,14,-1,0,unknown,no,
30,management,married,TERTIARY,no,-328,yes,no,UNKNOWN,14,may,242,5,-1,0,unknown,no,
47,SERVIECS,divorced,secondary,no,430,yes,yes,unknown,14,may,335,1,-1,0,UNKNOWN,no,
29,TECHNICIAN,single,SECONDARY,no,6911,on,no,unknown,14,may,323,5,-1,0,unkonwn,no,
51,BLUE-COLLAR,married,PRIMARY,no,111,yse,on,UNKNOWN,14,may,140,1,-1,0,UNKNOWN,no,
49,housemaid,single,primary,no,1158,yes,no,UNKNOWN,14,may,159,3,-1,0,UNKNOWN,no,
43,services,married,secondary,no,823,yes,no,unknown,14,may,293,3,-1,0,UNKNOWN,no,
41,blue-collar,married,PRIMARY,no,410,yes,no,UNKNOWN,14,may,85,4,-1,0,unknown,no,
29,admin.,single,SECONDARY,no,1028,yes,no,unknown,14,may,343,1,-1,0,UNKNOWN,no,
42,blue-collar,married,primary,no,1288,yes,no,UNKNOWN,14,may,295,1,-1,0,unknown,no,
34,BLUE-COLLAR,single,secondary,yes,-115,yes,no,UNKNOWN,14,may,360,1,-1,0,uknnown,no,
44,management,married,TERTIARY,no,474,yes,yes,UNKNOWN,14,may,183,4,-1,0,UNKNOWN,no,
44,SERVICES,divorced,SECONDARY,no,2416,yes,no,unknown,14,may,304,3,-1,0,UKNNOWN,no,
30,management,married,tertiary,no,233,yes,no,unknown,14,may,382,10,-1,0,unknown,no,
26,BLUE-COLLAR,single,secondayr,no,277,no,no,unknown,14,may,514,2,-1,0,unknown,no,
28,TECHNICIAN,single,secondary,no,280,yes,on,unnkown,14,may,142,3,-1,0,unknown,no,
42,technician,married,tertiary,no,2106,yes,yes,unknown,14,may,162,2,-1,0,UNKNOWN,no,
40,HOUSEMAID,divorced,prmiary,no,2610,yes,on,unknown,14,may,301,3,-1,0,unknown,no,
49,RETIRED,married,SECONDARY,no,329,yes,on,UNKNOWN,14,may,264,2,-1,0,UNKNOWN,no,
42,admin.,divorced,SECONDARY,no,1811,yes,no,unknown,14,may,150,1,-1,0,unknown,no,
29,admin.,married,SECONDARY,no,387,yes,eys,unknown,14,may,49,1,-1,0,unnkown,no,
47,BLUE-COLLAR,married,primary,no,6439,eys,no,nuknown,14,may,326,3,-1,0,UNKNOWN,no,
42,MANAGEMENT,married,unknown,no,1333,yes,no,unknown,14,may,468,2,-1,0,UNKNOWN,no,
45,services,divorced,SECONDARY,no,864,yes,on,unknown,14,may,183,2,-1,0,UNKNOWN,no,
29,admin.,single,secondary,no,900,yes,no,unknown,14,may,339,1,-1,0,UNKNOWN,no,
41,TECHNICIAN,married,tetriary,no,744,yes,no,UNKNOWN,14,may,125,1,-1,0,UNKNOWN,no,
40,BLUE-COLLAR,single,UNKNOWN,no,4370,yes,no,unknown,14,may,232,2,-1,0,UNKNOWN,no,
48,ADMIN.,married,secondary,no,6532,yes,no,unknown,14,may,312,5,-1,0,UNKNOWN,no,
41,blue-collar,married,PRIMARY,no,348,yes,no,unknown,14,may,423,2,error,0,UNKNOWN,no,
60,RETIRED,married,secondary,on,2077,yes,no,unknown,14,may,163,1,-1,0,UNKNOWN,no,
44,management,marreid,tertiary,on,1945,no,no,UNKNOWN,14,may,191,1,-1,0,UNKNOWN,no,
49,SELF-EMPLOYED,isngle,tertiary,no,21,yes,no,unknown,14,may,248,1,-1,0,unknown,no,
47,MANAGEMENT,divorced,TERTIARY,no,4556,yes,no,UNKNOWN,14,may,146,1,-1,0,uknnown,no,
48,TECHNICIAN,married,secondary,no,1764,yes,no,UNKNOWN,14,may,125,2,-1,0,unknown,no,
44,ADMIN.,married,PRIMARY,no,248,yes,no,unknown,14,may,234,1,-1,0,unknown,no,
28,blue-collar,mraried,primary,on,0,no,no,UNKNOWN,14,may,17,24,-1,0,unknown,no,
31,services,married,SECONDARY,no,37,yes,on,UNKNOWN,14,may,546,1,-1,0,unknown,no,
29,blue-collra,married,primary,no,236,yes,no,unknown,14,may,554,1,-1,0,unknown,no,
28,STUDENT,single,SECONDARY,no,246,yes,no,UNKNOWN,14,may,162,4,-1,0,unknown,no,
43,services,divorced,secondary,no,206,yes,no,uknnown,14,may,436,1,-1,0,unknown,no,
32,SERVICES,married,SECONDARY,no,162,yes,no,UNKNWON,14,may,297,2,-1,0,unknown,no,
44,TECHNICIAN,divorced,secondary,no,976,yes,no,UNKNOWN,14,may,302,2,-1,0,UNKNOWN,no,
42,technician,married,SECONDARY,on,645,yes,yes,unknown,14,may,349,5,-1,0,unknown,no,
45,BLUE-COLLAR,married,PRIMARY,no,1794,yes,on,unknwon,14,may,174,2,-1,0,UNKNOWN,no,
31,admin.,single,secondary,no,358,yes,no,unknown,14,may,180,1,-1,0,unnkown,no,
48,TECHNICIAN,single,SECONDARY,no,9131,yes,no,nuknown,14,may,902,5,-1,0,UNKNOWN,no,
45,BLUE-COLLAR,married,primary,no,532,yes,no,UNKNOWN,14,mya,137,2,-1,0,nuknown,no,
27,blue-collar,single,SECONDARY,no,1150,yes,no,unknown,14,amy,282,1,-1,0,UKNNOWN,no,
55,blue-collar,marreid,PRIMARY,no,680,yes,no,unknown,14,may,321,1,-1,0,unknown,no,
45,ENTREPRENEUR,married,SCEONDARY,no,245,yes,no,unknown,14,may,126,3,-1,0,unknwon,no,
50,UNEMPLOYED,married,secondary,no,-13,yes,no,UNKNOWN,14,amy,554,1,-1,0,UNKNOWN,no,
44,UNEMPLOYED,married,secondary,no,728,yes,no,UNKNOWN,14,may,21,11,-1,0,unnkown,no,
45,ADMNI.,married,secondary,no,137,yes,no,unknown,14,may,427,1,-1,0,unknown,no,
51,houesmaid,married,primary,no,289,on,no,unknown,14,may,97,5,-1,0,unknown,no,
30,blue-collar,snigle,secodnary,no,609,yes,no,unknown,14,may,402,1,-1,0,unknown,no,
43,LBUE-COLLAR,married,SECONDARY,no,15740,yes,no,unknown,14,may,252,2,-1,0,unknown,no,
41,BLUE-COLLAR,married,PRIMARY,no,574,yes,no,UNKNOWN,14,amy,449,2,-1,0,unknown,no,
30,BLUE-COLLAR,married,primary,no,1480,yes,no,unknown,14,may,360,2,-1,0,unknown,no,
41,blue-collar,married,secondary,no,343,yes,no,unknown,14,may,89,7,-1,0,UNNKOWN,no,
29,BLUE-COLLAR,married,SECONDARY,no,424,yes,eys,UNKNOWN,14,may,241,2,-1,0,unknown,no,
31,admin.,married,secondary,no,413,yes,no,unknown,14,may,574,2,-1,0,UNKNOWN,no,
40,TECHNICIAN,single,SECONDARY,no,277,yes,no,unknown,14,may,274,2,-1,0,UNKNOWN,no,
41,BLUE-COLLAR,marired,secondary,no,2157,yes,on,UNKNOWN,14,may,154,2,-1,0,UNKNOWN,no,
43,ADMIN.,divorced,SECONDARY,no,738,yes,no,UNKNOWN,14,may,71,4,-1,0,UNKNOWN,no,
43,LBUE-COLLAR,married,PRIMARY,no,-101,yes,no,unknown,14,may,122,4,-1,0,UNKNOWN,no,
50,ENTREPRENEUR,married,tertiary,no,-52,eys,no,UNNKOWN,14,may,166,4,-1,0,unknown,no,
40,unemployed,divorced,secondary,no,262,yes,on,UNKNOWN,14,may,163,5,-1,0,UNKNOWN,no,
23,blue-collar,single,SECONDARY,no,-95,yes,no,unknown,14,may,167,3,-1,0,unknown,no,
37,admin.,married,ESCONDARY,no,66,yes,no,UNKNOWN,14,may,91,7,-1,0,unknown,no,
47,blue-collar,married,SECONDARY,on,3630,yse,no,UKNNOWN,14,may,133,4,-1,0,unknown,no,
29,blue-collar,married,secondary,no,294,yes,no,unknown,14,may,594,2,-1,0,unknown,no,
46,technician,married,secondary,on,1465,yes,on,unknown,14,may,86,2,-1,0,UNKNOWN,no,
31,ADMIN.,married,SECONDARY,on,0,yes,on,UKNNOWN,14,amy,40,2,-1,0,unknown,no,
57,TECHNICIAN,single,SECONDARY,no,5961,yes,no,UNKNOWN,14,may,166,3,-1,0,UNKNOWN,no,
54,blue-collar,married,secondary,no,1487,yes,no,UNKNOWN,14,may,302,16,-1,0,UNKNOWN,no,
44,blue-collar,married,PRIMARY,no,-295,yes,on,unknown,14,may,303,4,-1,0,UNKNOWN,no,
36,BLUE-COLLAR,married,SECONDARY,no,0,no,no,UNKNOWN,14,may,636,6,-1,0,nuknown,no,
54,BLUE-COLLAR,married,secondary,no,219,yes,no,unknown,14,may,341,5,-1,0,unnkown,no,
38,etchnician,married,SECONDARY,no,1442,yes,yes,unknown,14,may,483,3,-1,0,unknown,no,
38,blue-collar,married,SECONDARY,no,360,yes,no,UNKNOWN,14,may,220,2,-1,0,UNKNOWN,no,
40,blue-collar,married,secondary,no,339,yes,no,unknown,14,may,234,2,-1,0,unknown,no,
46,technician,mraried,secondary,no,1427,yes,no,UNKNOWN,14,may,32,3,-1,0,UNKNOWN,no,
41,admin.,singel,secondary,no,30,yes,no,unknown,14,may,211,3,-1,0,unknown,no,
33,MANAGEMENT,married,tertiary,on,483,yes,on,unknown,14,may,738,2,-1,0,unknown,no,
36,admin.,married,SECONDARY,no,402,yse,no,UNKNOWN,14,may,482,2,-1,0,nuknown,no,
59,RETIRED,mraried,secondary,no,5678,yes,no,unknwon,14,may,238,2,-1,0,UNKNOWN,no,
49,blue-collar,married,primary,no,0,no,no,unkonwn,14,may,370,2,-1,0,uknnown,no,
49,BLUE-COLLAR,marride,SECONDARY,no,2631,yes,no,unknown,14,may,76,2,-1,0,unkonwn,no,
44,LBUE-COLLAR,married,primary,no,112,yes,on,NUKNOWN,14,may,225,2,-1,0,UNKNOWN,no,
38,ADMIN.,married,secondary,on,664,yes,no,UNKNOWN,14,mya,256,2,-1,0,UNKNOWN,no,
44,TECHNICIAN,married,SECONDARY,no,2626,yes,no,UNKNOWN,14,may,567,3,-1,0,unknown,no,
43,TECHNICIAN,single,SECONDARY,no,28,yes,no,nuknown,14,may,2241,4,-1,0,UNKNOWN,no,
42,BLUE-COLLAR,married,PRIMARY,no,321,yes,no,unknown,14,may,147,3,-1,0,UNKNOWN,no,
41,ADMIN.,married,secondary,no,1794,yes,on,UNKNOWN,14,may,135,2,-1,0,UNKNOWN,no,
52,services,married,SECONDARY,no,989,yes,no,unknown,14,may,260,2,-1,0,unknown,no,
41,TECHNICIAN,single,TERTIARY,no,6029,yse,no,unknown,14,may,254,2,-1,0,unknown,no,
29,BLUE-COLLAR,married,SECNODARY,no,416,yes,no,NUKNOWN,14,may,1118,2,-1,0,UNKNOWN,no,
36,blue-collar,married,UNKNOWN,no,-389,yes,no,unknown,14,may,76,9,-1,0,unknown,no,
42,BLUE-COLLAR,married,unknown,no,1260,yes,no,unknown,14,may,79,3,-1,0,UNKNOWN,no,
34,MANAGEMENT,married,TERTIARY,no,82,no,no,unknown,14,may,94,6,-1,0,UNKNOWN,no,
35,techniican,married,secondary,on,94,yes,yes,unknown,14,may,208,5,-1,0,UNKNOWN,no,
41,blue-collar,divorced,SECONDARY,no,5291,yes,no,unknown,14,may,1423,3,-1,0,unknown,yes,
57,RETIRED,married,PRIMARY,no,3401,yes,no,UNKNOWN,14,may,271,2,-1,0,unknown,no,
46,self-employed,married,SECONDARY,no,0,yes,yes,unknown,14,may,166,5,-1,0,unknown,no,
58,admin.,married,SECONDARY,no,-1196,yes,yes,UKNNOWN,14,may,256,4,-1,0,unknown,no,
50,BLUE-COLLAR,married,SECONDARY,no,810,yes,on,UNKNOWN,14,may,19,14,-1,0,unknown,no,
57,technician,divorced,secondary,no,3105,yes,no,UNKNOWN,14,may,173,11,-1,0,UNKNOWN,no,
47,technician,married,SECODNARY,no,351,yes,no,UNKNOWN,14,may,367,3,-1,0,unknown,no,
46,BLUE-COLLAR,single,secondary,no,2612,yes,no,unknown,14,may,414,2,-1,0,unknown,no,
47,BLUE-COLLAR,divorced,PRIMARY,no,556,yes,no,,14,may,227,4,-1,0,UNKNOWN,no,
49,BLUE-COLLAR,divorced,primary,no,380,yes,no,unknown,14,may,349,2,-1,0,UNKNOWN,no,
49,blue-collar,married,primary,no,953,yes,no,UNKNOWN,14,may,278,2,-1,0,unknown,no,
26,blue-collar,single,SECONDARY,no,786,yes,yes,unknown,14,may,103,5,-1,0,unknown,no,
52,MANAGEMENT,married,tertiary,no,601,yes,no,unknown,14,amy,249,2,-1,0,UNKNOWN,no,
47,MANAGEMENT,married,SECONDARY,no,651,yes,no,unknown,14,may,143,3,-1,0,UNKNOWN,no,
43,technician,signle,SECONDARY,no,0,yes,no,unknown,14,may,37,3,-1,0,unknwon,no,
20,student,single,tertiray,no,79,yse,no,unknown,14,may,168,3,-1,0,unknown,no,
43,SERVICES,married,SECONDARY,no,0,yes,on,UNKNOWN,14,mya,260,3,-1,0,unknown,no,
53,admin.,married,SECONDARY,no,4464,yse,no,unknown,14,may,162,3,-1,0,UNKNOWN,no,
40,SELF-EMPLOYED,married,PRIMARY,no,422,yes,no,UNKNOWN,14,may,187,3,-1,0,UNKNOWN,no,
52,technician,married,secondary,no,598,no,no,UNKNOWN,14,may,266,2,-1,0,UNKNOWN,no,
43,TECHNICIAN,divorced,tertiary,no,123,no,no,UNKNOWN,14,may,279,2,-1,0,unknown,no,
55,management,married,tertiary,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown,no,
41,entrepreneur,,SECONDARY,no,718,yes,no,unknown,14,may,318,2,-1,0,UNKNOWN,no,
36,blue-collar,marired,secodnary,no,-406,yes,yes,unknonw,14,may,104,3,-1,0,UNKNOWN,no,
57,MANAGEMENT,divorced,SECONDARY,no,3625,yes,no,unknown,14,may,747,3,-1,0,UNKNOWN,no,
30,admin.,snigle,SECONDARY,yes,-35,yes,no,UNKNOWN,14,may,1204,4,-1,0,UNKNOWN,no,
41,MANAGEMENT,married,tertiary,no,1132,no,no,unknown,15,may,95,4,-1,0,UNKNOWN,no,
56,services,married,SECONDARY,no,1121,yes,no,unknown,15,may,176,2,-1,0,UKNNOWN,no,
44,BLUE-COLLAR,married,PRIMARY,no,3407,eys,no,UNKNOWN,15,may,179,2,-1,0,UNKNOWN,no,
45,blue-collar,married,SECONDARY,no,827,yes,no,UNKNONW,15,may,319,5,-1,0,unknown,no,
43,RETIRED,mraried,PRIAMRY,no,471,no,yes,UNKNOWN,15,may,114,2,-1,0,unknown,no,
50,TECHNICIAN,married,tertiayr,no,2938,yes,no,unknown,15,may,170,5,-1,0,unknown,no,
26,BLUE-COLLRA,married,primary,no,-219,eys,yes,UNKNOWN,15,may,311,5,-1,0,unknown,no,
34,SERVICES,single,secondary,on,719,yes,no,unknown,15,may,362,3,-1,0,UKNNOWN,no,
39,admin.,marired,PRIMARY,no,-439,yes,no,unknown,15,may,347,8,-1,0,UNKNWON,no,
32,management,single,tertiary,no,0,yes,no,unknown,15,may,86,4,-1,0,UNKNOWN,no,
46,SERVICES,married,secondary,no,74,yes,no,unknown,15,may,101,4,-1,0,UNKNOWN,no,
58,MANAGEMENT,married,tertiary,no,44,yes,no,unknown,15,may,288,2,-1,0,unkonwn,no,
54,entrepreneur,married,escondary,no,52,yes,no,UNKNOWN,15,may,44,3,-1,0,unknown,no,
40,services,married,SECONDARY,no,581,yes,no,NUKNOWN,15,may,1013,3,-1,0,UNKNOWN,no,
42,MANAGEMENT,married,primary,no,860,yes,no,UNKNOWN,15,may,90,3,-1,0,UNKNOWN,no,
42,unemployed,married,PRIMARY,no,259,yes,no,unknown,15,may,155,6,-1,0,unknown,no,
50,BLUE-COLLAR,married,secondary,no,95,yes,no,unknown,15,may,468,5,-1,0,unknown,no,
50,management,married,TERTIARY,no,-516,yes,no,UKNNOWN,15,amy,226,2,-1,0,unknown,no,
42,ohusemaid,single,primray,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no,
41,BLUE-COLLAR,married,secondary,no,1384,yes,no,unknown,15,may,1162,4,-1,0,UNKNOWN,yes,
50,blue-collar,married,PRIMARY,no,5131,yes,no,unknown,15,may,114,2,-1,0,unknown,no,
42,admin.,married,secondary,no,2918,eys,no,UNKNOWN,15,may,349,2,-1,0,unknown,no,
46,admin.,married,SECONDARY,no,556,yes,yes,unknown,15,may,646,3,-1,0,UNKNOWN,yes,
48,admin.,married,secondary,no,2235,yes,yes,UNKNOWN,15,may,755,2,-1,0,UNKNOWN,no,
50,management,married,tertiary,yes,-143,yes,no,UNKNOWN,15,amy,305,3,-1,0,UNKNOWN,no,
52,TECHNICIAN,divorced,PRIMARY,on,1500,on,no,UNKNOWN,15,may,148,3,-1,0,unknown,no,
43,admin.,signle,SECONDARY,no,56831,no,no,unknown,15,may,243,1,-1,0,unknonw,no,
57,amnagement,amrried,tertiary,no,2440,yes,no,unknown,15,may,391,2,-1,0,unknown,no,
49,ADMNI.,single,secondary,no,2040,eys,no,unknown,15,may,204,1,-1,0,UNKNOWN,no,
30,MANAGEMENT,married,SECONDARY,no,678,yes,no,UNKNOWN,15,may,236,4,-1,0,UNKNOWN,no,
52,technician,married,SECONDRAY,no,5006,yes,no,UNKNOWN,15,may,112,1,-1,0,UNNKOWN,no,
41,HOUSEMAID,married,PRIMARY,no,3291,yes,no,unknown,15,may,125,4,-1,0,UNKNOWN,no,
47,SERVICES,married,secondary,on,543,yes,no,NUKNOWN,15,mya,141,1,-1,0,UNKNOWN,no,
46,admin.,married,SECONDARY,on,4048,yes,no,unknown,15,may,360,1,-1,0,nuknown,no,
27,services,married,secondary,no,0,yes,no,unknown,15,may,312,6,-1,0,UNKNOWN,no,
46,services,married,secondary,on,3269,yes,no,unknown,15,may,366,1,-1,0,UNKNOWN,no,
53,ENTREPRENEUR,married,tertiary,no,420,yes,no,unknown,15,may,100,1,-1,0,unknown,no,
51,retired,married,SECONDARY,no,0,no,no,UNKNONW,15,may,70,1,-1,0,unknown,no,
47,TECHNICIAN,married,secondary,no,201,yes,no,UNKNOWN,15,may,254,1,-1,0,unknown,no,
60,RETIRED,married,SECONDARY,no,2537,yes,yes,UNKNOWN,15,may,230,1,-1,0,unknown,no,
47,managemetn,divorced,TERTIARY,on,107,no,no,unknown,15,amy,246,1,-1,0,unknown,no,
48,services,married,SECONDARY,no,6127,yes,no,UNKNOWN,15,mya,97,1,-1,0,unknown,no,
45,blue-collra,married,secondary,no,4509,yes,no,UNKNOWN,15,may,135,1,-1,0,UNKNOWN,no,
52,BLUE-COLLAR,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,UNKNOWN,yes,
53,retired,married,TERTIARY,no,183,yes,no,UNKNOWN,15,may,73,1,-1,0,unknown,no,
54,TECHNICIAN,married,TERTIARY,no,2883,yes,yes,UNKNOWN,15,may,12,3,-1,0,unknown,no,
46,ADMIN.,divorced,escondary,on,2515,yes,yes,unknown,15,mya,65,1,-1,0,UNKNOWN,no,
48,ADIMN.,divorced,ESCONDARY,no,1108,yes,no,UNKNOWN,15,may,420,1,-1,0,UNKNOWN,no,
43,retired,married,seconadry,no,56,yes,eys,UNKNOWN,15,may,259,1,-1,0,UNKNOWN,no,
42,unemployed,married,tertiary,no,1270,eys,on,UNKNOWN,15,may,192,1,-1,0,unknown,no,
56,RETIRED,amrried,secondary,no,1894,yes,no,unknown,15,may,189,1,-1,0,UNKNOWN,no,
48,SREVICES,divorced,secondary,no,0,yes,yes,UNKNOWN,15,may,263,1,-1,0,unknown,no,
45,BLUE-COLLAR,married,PRIMARY,no,2217,yes,no,UNKNOWN,15,may,126,1,-1,0,unknown,no,
51,admin.,married,PRIMARY,no,1330,yes,no,unknown,15,may,415,8,-1,0,unknown,no,
43,self-employed,single,unknown,no,3173,no,no,UNKNOWN,15,may,746,1,-1,0,UNKNOWN,yes,
42,technician,single,tertiary,no,2157,yes,yes,UNKNOWN,15,may,260,1,-1,0,unknown,no,
44,MANAGEMENT,married,tertiary,no,1033,yes,no,UNKNOWN,15,may,71,1,-1,error,UNKNOWN,no,
40,SERVICES,married,secondary,no,4157,yes,no,UNKNOWN,15,may,735,1,-1,0,unkonwn,no,
57,management,married,secondary,no,3381,yes,on,UNKNOWN,15,may,75,1,-1,0,unknown,no,
42,technician,single,SECONDARY,no,1882,yes,no,unknown,15,amy,87,1,-1,0,unknown,no,
58,SERVICSE,married,SECONDARY,no,0,yes,no,unknown,15,may,183,5,-1,0,UNKNOWN,no,
40,services,divroced,SECONDARY,no,1927,yes,no,unknown,15,may,62,1,-1,0,UNKNOWN,no,
49,SERVICES,divorced,secondary,on,3649,eys,yes,unknonw,15,may,150,1,-1,0,unknown,no,
46,management,single,SECONDARY,no,244,yes,on,unknown,15,may,244,1,-1,0,unknown,no,
54,technician,divorced,secondary,on,1705,yes,no,unknown,15,may,367,2,-1,0,UNKNOWN,no,
60,entrepreneur,married,TERTIARY,on,1164,yes,no,UNKNOWN,15,may,325,1,-1,0,UNKNOWN,no,
42,BLUE-COLLAR,married,secodnary,no,9359,yes,no,UNKNOWN,15,may,197,1,-1,0,unknown,no,
43,BLUE-COLLAR,married,primary,on,1620,yes,no,UNKNOWN,15,may,121,1,-1,0,UNKNOWN,no,
41,self-employed,married,secondary,no,149,yse,no,UNKNOWN,15,may,27,1,-1,0,UNKNOWN,no,
60,RETIRED,divorced,secondary,,2479,yes,yes,UNKNOWN,15,may,157,1,-1,0,unknown,no,
51,entrepreneur,married,TERTIARY,no,6659,yes,yes,unkonwn,15,may,203,1,-1,0,unknwon,no,
48,blue-collar,married,SECONDARY,no,1913,eys,no,UNKNOWN,15,may,115,1,-1,0,UNKNOWN,no,
41,BLUE-COLLAR,divorced,prmiary,no,1563,yes,no,unknown,15,may,112,1,-1,0,UNKNOWN,no,
50,BLEU-COLLAR,single,secondary,on,708,yes,no,UNKNOWN,15,may,104,1,-1,0,unknown,no,
41,blue-collar,married,PRIMARY,no,1172,yes,no,UNKNOWN,15,may,153,1,-1,0,UNKNOWN,no,
60,RETIRED,married,SECONDARY,on,2086,yes,on,UNKNOWN,15,may,182,2,-1,0,unknown,no,
54,blue-collar,marride,secondary,no,524,yes,no,unknown,15,may,55,1,-1,0,UNKNOWN,no,
49,entrepreneur,married,tertiary,no,221,yes,no,unknown,15,may,305,1,-1,0,UNKNOWN,no,
47,management,married,primary,no,52,yes,yes,UNKNOWN,15,may,140,1,-1,0,unknwon,no,
